Rating;Title;Review;Tagged;Date;Link;Expected Feature;Polarity
3.0 out of 5 stars;Phone is good except glass and customer service;The phone is a good phone except the glass. Glass scratched within 36 days of owning just by picking up off table. Called customer support and even though only 6 days after warranty they were not willing to help.  They only would do repairs and don't even cover the cost of sending in the phone. I have owned their phones for years and put through hell in the military and never had an issue, now new phone quality has gone down hill along with their support for customers. Probably why they don't sell them anymore in the US and have to buy directly through website or amazon. Went through 3 customers support people and yet nothing was resolved and tried to blame me for phone issues. Will never be going through them ever again when this phone is done. They had great phones in the past but seems they don't care about them or customers anymore.;[('good', 'JJ'), ('glass', '##NN##'), ('glass', '##NN##'), ('scratched', 'VBD'), ('36', 'CD'), ('day', '##NN##'), ('owning', 'VBG'), ('picking', 'VBG'), ('table', '##NN##'), ('called', 'VBN'), ('customer', '##NN##'), ('support', '##NN##'), ('6', 'CD'), ('day', '##NN##'), ('warranty', '##NN##'), ('not', 'RB'), ('help', 'VB'), ('repair', '##NN##'), ('not', 'RB'), ('cover', 'VB'), ('cost', '##NN##'), ('sending', 'VBG'), ('owned', 'VBD'), ('phone', '##NN##'), ('year', '##NN##'), ('hell', '##NN##'), ('military', 'JJ'), ('issue', '##NN##'), ('quality', '##NN##'), ('hill', 'VBP'), ('support', 'VB'), ('customer', '##NN##'), ('not', 'RB'), ('sell', 'VB'), ('buy', 'VB'), ('directly', 'RB'), ('website', 'JJ'), ('amazon', '##NN##'), ('3', 'CD'), ('customer', '##NN##'), ('support', '##NN##'), ('people', 'NNS'), ('resolved', 'VBD'), ('blame', 'JJ'), ('issue', '##NN##'), ('will', 'MD'), ('going', 'VBG'), ('great', 'JJ'), ('phone', '##NN##'), ('not', 'RB'), ('care', 'VB'), ('customer', '##NN##')],;26-Mar-19;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,phone,phone,phones,phone,quality,phone,phone;2,1,2,2,0,2,2,1
5.0 out of 5 stars;Worth every pe##NN##y!;This phone is beautiful. Super fast. Easy to use. Great camera. And the edge sense is so cool!;[('beautiful', 'JJ'), ('super', 'JJ'), ('fast', '##NN##'), ('easy', 'JJ'), ('great', 'JJ'), ('camera', '##NN##'), ('edge', '##NN##'), ('sense', '##NN##'), ('cool', '##NN##')],;30-Jun-18;;phone,camera,edge,sense;1,1,2,1
5.0 out of 5 stars;Plastic case not shown in picture;The phone ordered through amazon came with the phone, wall port for charger, charging cord, headphones, replaceable ear buds and a cheap plastic case. This is just for those who had concerns on what came in the box.;[('ordered', 'VBN'), ('amazon', 'IN'), ('wall', '##NN##'), ('port', '##NN##'), ('charger', '##NN##'), ('charging', 'VBG'), ('cord', '##NN##'), ('headphone', '##NN##'), ('replaceable', 'JJ'), ('ear', 'JJ'), ('bud', '##NN##'), ('cheap', 'JJ'), ('plastic', '##NN##'), ('case', '##NN##'), ('concern', '##NN##'), ('box', '##NN##')],;28-Jun-18;;headphone,phone;1,2
5.0 out of 5 stars;Solid Phone.;"Welcome back HTC. Solid device if you're looking for an upgrade or near future.

PRO -
The phone design
Screen Size
Camera
SD card supported

T-mobile Customer will get Volte and Wifi calling.";[('htc', '##NN##'), ('solid', 'JJ'), ('device', '##NN##'), ('upgrade', 'JJ'), ('future', 'JJ'), ('pro', 'FW'), ('design', '##NN##'), ('screen', '##NN##'), ('size', '##NN##'), ('camera', '##NN##'), ('sd', 'VBZ'), ('card', 'RB'), ('supported', 'VBN'), ('t-mobile', 'JJ'), ('customer', '##NN##'), ('will', 'MD'), ('volta', 'VB'), ('wifi', '##NN##'), ('calling', 'VBG')],;29-Jun-18;;phone,screen,camera;2,2,2
5.0 out of 5 stars;After my replacement not problems at all;I probably just received a bad device before my new replacement is amazing. Takes amazing photos and videos Speedy fast processing of everything The Edge sense is so far my favorite part of the whole phone and the buttons are great. The screen itself is out-of-this-world amazing overall HTC is it winter with this one very i##NN##ovative can't really listen 2 the YouTubers professionally paid to bash HTC. Jerry Riggs everything MKBHD your average consumer and unbox Theory all these guys are super rich paid by Samsung and iPhone to keep the competition down. The HTC Company in general is awesome their attempts to be I##NN##ovative has shown through and through it's hard to go against Super Rich Mega companies when they pay tobash the HTC name.  Keep on going HTC great job on the u12;[('received', 'VBN'), ('bad', 'JJ'), ('device', '##NN##'), ('replacement', '##NN##'), ('amazing', 'VBG'), ('take', 'VB'), ('amazing', 'JJ'), ('photo', '##NN##'), ('video', '##NN##'), ('speedy', '##NN##'), ('fast', 'RB'), ('processing', '##NN##'), ('edge', '##NN##'), ('sense', '##NN##'), ('favorite', 'JJ'), ('button', '##NN##'), ('great', 'JJ'), ('screen', 'JJ'), ('out-of-this-world', 'JJ'), ('amazing', '##NN##'), ('htc', '##NN##'), ('winter', '##NN##'), ('innovative', 'JJ'), ('not', 'RB'), ('listen', 'VB'), ('2', 'CD'), ('youtubers', 'NNS'), ('professionally', 'RB'), ('paid', 'VBD'), ('bash', '##NN##'), ('htc', '##NN##'), ('jerry', '##NN##'), ('riggs', 'VBP'), ('mkbhd', 'JJ'), ('average', 'JJ'), ('consumer', '##NN##'), ('unbox', '##NN##'), ('theory', '##NN##'), ('guy', '##NN##'), ('super', '##NN##'), ('rich', 'JJ'), ('paid', 'VBD'), ('samsung', '##NN##'), ('iphone', '##NN##'), ('keep', 'VB'), ('competition', '##NN##'), ('htc', '##NN##'), ('company', '##NN##'), ('general', 'JJ'), ('awesome', 'JJ'), ('attempt', '##NN##'), ('innovative', 'JJ'), ('hard', 'JJ'), ('super', '##NN##'), ('rich', 'JJ'), ('mega', 'JJ'), ('company', '##NN##'), ('pay', 'VB'), ('tobash', '##NN##'), ('htc', '##NN##'), ('keep', 'VB'), ('going', 'VBG'), ('htc', 'JJ'), ('great', 'JJ'), ('job', '##NN##'), ('u12', '##NN##')],;6-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;edge,sense,phone,button,screen;2,1,1,1,1
1.0 out of 5 stars;Terrible display can barely see in bright sun;I had pre ordered it from htc which they messed up my order so got it from Amazon which is the best anyway as Amazon delivers fast but once I got it the first day was fine next day my screen would go from a white background to a black grey background like in the messaging app and others I did 2 factory resets and nothing would help it after 3 calls to htc and no help I returned the device a friend of mine with the same issues also terrible job htc;[('pre', '##NN##'), ('ordered', 'VBD'), ('htc', 'NNS'), ('messed', 'VBN'), ('order', '##NN##'), ('amazon', '##NN##'), ('best', 'JJS'), ('amazon', '##NN##'), ('delivers', 'NNS'), ('fast', 'VBP'), ('day', '##NN##'), ('fine', 'JJ'), ('day', '##NN##'), ('screen', 'JJ'), ('white', 'JJ'), ('background', '##NN##'), ('black', 'JJ'), ('grey', '##NN##'), ('background', 'IN'), ('messaging', 'VBG'), ('app', 'JJ'), ('2', 'CD'), ('factory', '##NN##'), ('reset', '##NN##'), ('help', '##NN##'), ('3', 'CD'), ('call', '##NN##'), ('htc', '##NN##'), ('help', '##NN##'), ('returned', 'VBD'), ('device', '##NN##'), ('friend', '##NN##'), ('mine', '##NN##'), ('issue', '##NN##'), ('terrible', 'JJ'), ('job', '##NN##'), ('htc', '##NN##')],;1-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;screen;2
4.0 out of 5 stars;Great upgrade;"I just upgraded to the U12+ from an HTC One M8 and love the phone.  I deducted 1 star because I'm still undecided on the whole lack of physical buttons.  I've had it less than a week and getting more accustomed to the whole HTC Edge Sense and how it reacts.  Once I'm used to Sense and the digital buttons, maybe I'll give it 5 stars.

The phone is lightning fast compared to my old phone, charges faster, battery lasts longer, takes fantastic pictures, etc.  I've been using HTC phones since the EVO and hope they keep making phones as I'm not a fan of Samsung.";[('upgraded', 'JJ'), ('u12+', 'JJ'), ('htc', '##NN##'), ('m8', '##NN##'), ('love', '##NN##'), ('deducted', 'VBD'), ('1', 'CD'), ('star', '##NN##'), ('undecided', 'JJ'), ('lack', '##NN##'), ('physical', 'JJ'), ('button', '##NN##'), ('week', '##NN##'), ('accustomed', 'VBD'), ('htc', 'JJ'), ('edge', '##NN##'), ('sense', '##NN##'), ('reacts', 'VBZ'), ('sense', '##NN##'), ('digital', 'JJ'), ('button', '##NN##'), ('will', 'MD'), ('5', 'CD'), ('star', '##NN##'), ('lightning', 'VBG'), ('fast', 'RB'), ('compared', 'VBN'), ('charge', '##NN##'), ('faster', 'RBR'), ('battery', '##NN##'), ('last', 'JJ'), ('longer', 'JJR'), ('take', 'VB'), ('fantastic', 'JJ'), ('picture', '##NN##'), ('htc', '##NN##'), ('phone', '##NN##'), ('evo', '##NN##'), ('hope', 'VBP'), ('keep', 'VB'), ('making', 'VBG'), ('phone', '##NN##'), ('not', 'RB'), ('fan', 'JJ'), ('samsung', '##NN##')],;2-Jul-18;;phone,button,edge,sense,button,phone,phone,battery,phones,phones;1,0,2,2,1,1,1,2,2,2
5.0 out of 5 stars;HTC SOLDIERS ON WITH SOLID TOP OF LINE U12+;"I have been an HTC fan since the launch of the EVO 4G when Sprint launched it's '4G' network aka WiMax. I have owned that, the EVO 3D, EVO 4G LTE, the Shift (for my wife), the M7, M8 (truly groundbreaking phone), M9 (nothing more to add there), the HTC 10 (again absolutely amazing), U11 (unfortunately many hours on the phone with HTC support), and finally the U12+ (real shame that the U11+ never made it Stateside).

I must say that I finally feel the excitement, build quality, and look my phone is translucent blue that's been missing since the 10. The Snapdragon 845 is blazingly fast, Super LCD is crisp vivid, and I've never found a better overlay than HTC's Sense (wife has an S8+ and I'm lost trying to navigate through it). Bottom line is that this phone is superb and will go head to head with the S9+, Xperia, G7, whatever and come out on top.

As far as HTC's smartphone future is concerned after selling to Google, we'll have to wait and see however if this is the pi##NN##acle of their smartphone business then my hat's off to them for going out with a big old bang!

Cons:
1. The included case is, for all intents and purposes garbage so do yourself a favor and buy an upgraded one. I am very partial to the Spigen Liquid Crystal which has an amazingly low price for the protection but almost any other case will do.

2. This phone is so slippery that holding it or cradling it is like trying to run across a bowl full of vegetable oil and ball bearings so get a case or be extremely careful!

Welcome back HTC and please do your best to stay in the smartphone business!

***SEPTEMBER 8TH UPDATE***

Well here I am nearly 2.5 months later and my opinion has NOT changed. Even though the glass is Corning Gorilla Glass 3 as opposed to the latest Gorilla Glass 5, 3 is more scratch resistant than 5 while 5 is more shatterproof. I have yet (knock on wood) to find a single scratch on my screen and as stated before, mine sports the Spigen Liquid Crystal case. My phone lives in my pocket for most of the time and from what I've researched, the Gorilla Glass 3 truly is the reason that I've yet to find a scratch so for those of you who know how unsightly, a##NN##oying, and dissapointing a scratch can be on your screen...there was an engineering reason behind this choice as opposed to cost savings. I have also dropped it several times by mistake of course (usually getting out of the car and I forget that it's on my lap) and thankfully there's zero shattering of any kind and mind you that's landing on concrete and asphalt. To sum it all up, I am just as pleased now as I was the day it arrived and my hat 🎩 continues to remain off to HTC for an excellent phone despite near dire financial straits. Rumors are begi##NN##ing to surface of the U13/U13+ so here's to hoping that they're true and that a year or less from now I'll be clutching one!";"[('htc', '##NN##'), ('fan', '##NN##'), ('launch', 'JJ'), ('evo', 'RB'), ('4g', 'CD'), ('sprint', '##NN##'), ('launched', 'VBN'), (""'4g"", 'CD'), ('network', '##NN##'), ('aka', '##NN##'), ('wimax', '##NN##'), ('owned', 'VBD'), ('evo', 'RB'), ('3d', 'CD'), ('evo', 'JJ'), ('4g', 'CD'), ('lte', 'JJ'), ('shift', '##NN##'), ('wife', '##NN##'), ('m7', 'VBD'), ('m8', 'JJ'), ('groundbreaking', 'VBG'), ('m9', '##NN##'), ('add', 'VB'), ('htc', 'JJ'), ('10', 'CD'), ('absolutely', 'RB'), ('amazing', 'JJ'), ('u11', 'JJ'), ('hour', '##NN##'), ('htc', '##NN##'), ('support', '##NN##'), ('finally', 'RB'), ('u12+', 'JJ'), ('real', 'JJ'), ('shame', '##NN##'), ('u11+', 'JJ'), ('stateside', '##NN##'), ('finally', 'RB'), ('feel', 'VB'), ('excitement', '##NN##'), ('build', 'VBP'), ('quality', '##NN##'), ('translucent', '##NN##'), ('blue', '##NN##'), ('missing', 'VBG'), ('10.', 'CD'), ('snapdragon', '##NN##'), ('845', 'CD'), ('blazingly', 'RB'), ('fast', 'JJ'), ('super', 'JJ'), ('lcd', '##NN##'), ('crisp', '##NN##'), ('vivid', '##NN##'), ('better', 'RBR'), ('overlay', '##NN##'), ('htc', 'PRP$'), ('sense', '##NN##'), ('wife', '##NN##'), ('s8+', '##NN##'), ('lost', 'VBD'), ('navigate', 'JJ'), ('bottom', '##NN##'), ('superb', '##NN##'), ('will', 'MD'), ('head', 'VB'), ('head', '##NN##'), ('s9+', '##NN##'), ('xperia', 'NNP'), ('g7', '##NN##'), ('top', '##NN##'), ('htc', '##NN##'), ('smartphone', '##NN##'), ('future', '##NN##'), ('concerned', 'VBN'), ('selling', 'VBG'), ('google', '##NN##'), ('will', 'MD'), ('wait', 'VB'), ('pinnacle', '##NN##'), ('smartphone', '##NN##'), ('business', '##NN##'), ('hat', '##NN##'), ('going', 'VBG'), ('big', 'JJ'), ('bang', 'NNS'), ('con', 'VBP'), ('1.', 'CD'), ('included', 'JJ'), ('case', '##NN##'), ('intent', '##NN##'), ('purpose', '##NN##'), ('garbage', '##NN##'), ('favor', '##NN##'), ('buy', '##NN##'), ('upgraded', 'VBD'), ('partial', 'JJ'), ('spigen', '##NN##'), ('liquid', '##NN##'), ('crystal', '##NN##'), ('amazingly', 'RB'), ('low', 'JJ'), ('price', '##NN##'), ('protection', '##NN##'), ('case', '##NN##'), ('will', 'MD'), ('2.', 'CD'), ('slippery', '##NN##'), ('holding', 'VBG'), ('cradling', 'VBG'), ('bowl', '##NN##'), ('full', 'JJ'), ('vegetable', 'JJ'), ('oil', '##NN##'), ('ball', '##NN##'), ('bearing', '##NN##'), ('case', '##NN##'), ('extremely', 'RB'), ('careful', 'JJ'), ('htc', '##NN##'), ('best', 'JJS'), ('stay', '##NN##'), ('smartphone', '##NN##'), ('business', '##NN##'), ('***september', 'NNP'), ('8th', 'CD'), ('update***', 'RB'), ('well', 'RB'), ('2.5', 'CD'), ('month', '##NN##'), ('opinion', '##NN##'), ('not', 'RB'), ('changed', 'VBN'), ('glass', '##NN##'), ('corning', 'VBG'), ('gorilla', '##NN##'), ('glass', '##NN##'), ('3', 'CD'), ('opposed', 'VBD'), ('latest', 'JJS'), ('gorilla', '##NN##'), ('glass', '##NN##'), ('5', 'CD'), ('3', 'CD'), ('scratch', '##NN##'), ('resistant', '##NN##'), ('5', 'CD'), ('5', 'CD'), ('shatterproof', '##NN##'), ('knock', '##NN##'), ('wood', '##NN##'), ('find', 'VB'), ('single', 'JJ'), ('scratch', '##NN##'), ('screen', '##NN##'), ('stated', 'VBN'), ('mine', 'JJ'), ('sport', '##NN##'), ('spigen', '##NN##'), ('liquid', 'JJ'), ('crystal', '##NN##'), ('case', '##NN##'), ('life', '##NN##'), ('pocket', '##NN##'), ('time', '##NN##'), ('researched', 'VBD'), ('gorilla', '##NN##'), ('glass', '##NN##'), ('3', 'CD'), ('reason', '##NN##'), ('find', 'VB'), ('scratch', '##NN##'), ('unsightly', 'RB'), ('annoying', 'VBG'), ('dissapointing', 'VBG'), ('scratch', '##NN##'), ('screen', '##NN##'), ('engineering', '##NN##'), ('reason', '##NN##'), ('choice', '##NN##'), ('opposed', 'VBD'), ('cost', '##NN##'), ('saving', '##NN##'), ('dropped', 'VBD'), ('time', '##NN##'), ('mistake', 'VB'), ('course', '##NN##'), ('car', '##NN##'), ('forget', '##NN##'), ('lap', '##NN##'), ('thankfully', 'RB'), ('zero', 'CD'), ('shattering', 'VBG'), ('kind', '##NN##'), ('mind', '##NN##'), ('landing', 'VBG'), ('concrete', 'JJ'), ('asphalt', '##NN##'), ('sum', 'NNS'), ('pleased', 'JJ'), ('day', '##NN##'), ('arrived', 'VBD'), ('hat', 'WP'), ('🎩', '##NN##'), ('continues', 'VBZ'), ('remain', 'VBP'), ('htc', 'JJ'), ('excellent', 'JJ'), ('despite', 'IN'), ('dire', 'JJ'), ('financial', 'JJ'), ('strait', '##NN##'), ('rumor', '##NN##'), ('surface', '##NN##'), ('u13/u13+', 'JJ'), ('hoping', 'VBG'), ('true', 'JJ'), ('year', '##NN##'), ('will', 'MD'), ('clutching', 'VB')],";29-Jun-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;htc,hour,htc,sense,htc,price,case,htc,glass,life;2,1,2,2,2,0,2,1,2,1
5.0 out of 5 stars;All i have is love for this phone.;This phone is amazing, i pre-order it from HTC.com and i have it for 3 weeks now, fast, great build quality ,charger crazy fast and only have to charge the phone once a day,  and sometimes twice because of playing games. Which runs perfects in the phone. Loving PUBG more than ever.;[('amazing', 'VBG'), ('pre-order', '##NN##'), ('htc.com', '##NN##'), ('3', 'CD'), ('week', '##NN##'), ('fast', 'RB'), ('great', 'JJ'), ('build', 'JJ'), ('quality', '##NN##'), ('charger', '##NN##'), ('crazy', 'JJ'), ('fast', 'JJ'), ('charge', '##NN##'), ('day', '##NN##'), ('playing', 'VBG'), ('game', '##NN##'), ('run', 'VB'), ('perfect', 'JJ'), ('loving', '##NN##'), ('pubg', '##NN##')],;3-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,quality,phone,phone;1,1,1,2
3.0 out of 5 stars;I wanted the phone to work;Well, I switched chip from my old phone to this phone and the calls worked great.  Unfortunately, the texting part did not work, :-(.  I liked the phone and the squeeze function, and the camera is great.  The squeeze function was inhibited by the cover I bought, but maybe that more the cover than the phone.  If it were not for the texting part, more crucial than calling these days, I would have kept the phone.  I returned it because I could not get texts.;[('well', 'RB'), ('switched', 'VBN'), ('chip', '##NN##'), ('call', '##NN##'), ('worked', 'VBD'), ('great', 'JJ'), ('texting', 'VBG'), ('not', 'RB'), ('work', 'VB'), ('squeeze', '##NN##'), ('function', '##NN##'), ('camera', '##NN##'), ('great', 'JJ'), ('squeeze', '##NN##'), ('function', '##NN##'), ('inhibited', 'VBD'), ('cover', 'RB'), ('bought', 'VBN'), ('cover', 'RB'), ('not', 'RB'), ('texting', 'VBG'), ('crucial', 'JJ'), ('calling', 'VBG'), ('day', '##NN##'), ('returned', 'VBD'), ('not', 'RB'), ('text', 'JJ')],;29-Mar-19;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,phone,phone,squeeze,camera,squeeze,phone,phone;1,2,2,2,1,2,2,1
5.0 out of 5 stars;Brilliant phone!;This phone is simply beautiful, smooth and takes good pictures. Functions well as a phone with good phone calls. The buttons... it's not as bad as what reviewers said, but admittedly I would prefer normal buttons. That being said, it's not a deal breaker in this case. Recommended!;[('simply', 'RB'), ('beautiful', 'JJ'), ('smooth', 'NNS'), ('take', 'VBP'), ('good', 'JJ'), ('picture', '##NN##'), ('function', '##NN##'), ('well', 'RB'), ('good', 'JJ'), ('call', '##NN##'), ('button', '##NN##'), ('not', 'RB'), ('bad', 'JJ'), ('reviewer', '##NN##'), ('admittedly', 'RB'), ('prefer', 'VBP'), ('normal', 'JJ'), ('button', '##NN##'), ('not', 'RB'), ('deal', 'VB'), ('breaker', '##NN##'), ('case', '##NN##'), ('recommended', 'VBD')],;31-Jul-18;;phone,phone,phone,button,button;1,1,1,2,1
5.0 out of 5 stars;Compared to my LG G6 my brother and my mom have the note 8 and they are really impressed by how myth phone looks videos are super! Games play is so nice;This phone is very fast. Compared to my LG G6 my brother and my mom have the note 8 and they are really impressed by how myth phone looks videos are super! Games play is so nice! I get so many compliments on my phone. Picture quality is better than the I phone x. ( which is what my wife has) the edge sense is not complicated nor glitchy? You know what's nice when I'm texting and I can shrink the screen smaller so I don't have to stretch my thumb. If any one is thinking about buying this phone I promise you won't be disappointed. It was hard to just spend the money but when you look at YouTube videos that are not biased on Samsung phones you'll see that they are impressively fast .;[('fast', 'RB'), ('compared', 'VBN'), ('lg', '##NN##'), ('g6', '##NN##'), ('brother', '##NN##'), ('mom', '##NN##'), ('note', 'VBP'), ('8', 'CD'), ('impressed', 'JJ'), ('myth', '##NN##'), ('video', '##NN##'), ('super', 'JJ'), ('game', '##NN##'), ('play', '##NN##'), ('nice', 'JJ'), ('compliment', '##NN##'), ('picture', '##NN##'), ('quality', '##NN##'), ('better', 'RBR'), ('x', 'NNP'), ('wife', '##NN##'), ('edge', '##NN##'), ('sense', '##NN##'), ('not', 'RB'), ('complicated', 'VBN'), ('glitchy', 'JJ'), ('nice', 'JJ'), ('texting', 'VBG'), ('shrink', '##NN##'), ('screen', '##NN##'), ('smaller', 'JJR'), ('not', 'RB'), ('stretch', 'VB'), ('thumb', '##NN##'), ('thinking', 'VBG'), ('buying', 'VBG'), ('promise', '##NN##'), ('will', 'MD'), ('not', 'RB'), ('disappointed', 'VB'), ('hard', 'JJ'), ('spend', 'VB'), ('money', '##NN##'), ('youtube', '##NN##'), ('video', '##NN##'), ('not', 'RB'), ('biased', 'VBN'), ('samsung', '##NN##'), ('phone', '##NN##'), ('will', 'MD'), ('impressively', 'RB'), ('fast', 'VB')],;9-Jul-18;;phone,phone,phone,quality,phone,edge,sense,screen,phone,phone;1,1,2,1,1,2,1,1,2,2
