Rating;Title;Review;Author;Date;Link;Expected Feature;Polarity
5.0 out of 5 stars;Sony is the one and only.;Is that all the great features from the other Sony Xperia phones, plus a better camera. That's what sold me. The only problem I have is that the keyboard seems significantly smaller on the compact version. I have small hands but I still have a problem typing.;C. Green;23-May-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;feature,sony,phone,camera;1,1,1,1
3.0 out of 5 stars;Feels cheap;I returned this phone and bought a Galaxy S8. I wanted a small phone, which is why I initially went with this one.  It just felt cheap in my hand and weirdly thick. My previous phone was a Galaxy s6 and I found myself missing Samsung. This just didn't have a high-end feel to it, I didn't enjoy using it.;inaccessiblerail;8-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,hand,phone;2,2,0,2
5.0 out of 5 stars;Best smartphone I've ever used;I bought XZ2 Compact a couple months ago. I wanted a phone which can be operated with one hand and very fast with the latest hardware. I loved it. It is easy to use with one hand. Display is very impressive. People say it is thick but for me it is not an issue. A couple milimeters more thicknes won't make it disturbing you when in your pocket or in your hand. I think Sony may have done it that with purpose of better holding.  XZ2 Compact is fast and responsive. Easy to use.;L.A;14-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,hardware,hand;1,2,2
5.0 out of 5 stars;Its small! It works! On Verizon!;This is just my initial post to let others interested in the phone know that it is working on Verizon. Just booted it, updated and tested it. It works on my verizon 4g in California. It is smaller and sleeker than I guessed from pics/vids. It downloaded updates and initial apps very quickly on network data. I use hotspot, and that too is working. I will try to update this later with info on my experience beyond unboxing. For now, I am pleased to once again have a flagship phone that fits in my pocket.;TC12;26-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone;1,2
5.0 out of 5 stars;Excellent phone;"About 1/2 years ago, I bought this phone as replacement of a lost phone because  is smaller with a high resolution screen and high-end specs. It is very comfortable to hold and use with one hand with a thin hard-plastic case.
 The first pleasant surprise was the fast update to PIE soon after the release by google, and the onging monthly security updates of the system by Sony.
 It is very sturdy for outdoor use including mapping in my car (Miata), 'navigation' plotting while sailing in coastal waters with lots of salt water spray, rain and the occasional drop e.g. in a parking lot (the case cracked and had to be replaced onces). Still, the phone looks like new.
 The camera cannot compete with an SLR as none of cell phones can but works great for snapshots but in very low light
when artifacts start to show up when cropping the image.
 This phone by Sony is underrated in a field dominated of ever growing, over-hyped tablet-like phones because 'consumers want them'  though there is hope that this trend will reverse. Renders of Apple's upcoming 2019 lineup include a compact model overcoming the limitations of the SE and closely resembling this phone in overall appearance but a large notch rather than a similar sized black bar on the top and bottom.";Irritated by reviews;27-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,resolution,hand,case,image,sony,camera;2,1,2,2,1,1,0
1.0 out of 5 stars;Does not work on Verizon properly;"I bought this phone because I wanted a modern, small phone that worked well.  I liked the old Sony I had on Verizon and being still on VZW I believed Amazon and bought this one.  Hey, it says COMPATIBLE right there, yes?

Well, it almost is.

It can make calls, receive calls and talks to my network.  Verizon says it's online.  I can send texts.  BUT I CANNOT RECEIVE TEXT.

I spend 2.5 hours on the phone with Verizon.  I will say VZW support is fantastic.  They put up with all my crap.  I rotate phones like I change socks.  But after going up through the chain with Verizon support, they were never able to solve the problem.  I finally gave up and returned the phone.  That is really sad because the phone is beautiful.  Fast, small, great sound, great screen.  If Sony comes up with another compact phone that IS compatible, I will be all over it.

If you are on a non-Verizon network, buy this phone.  Otherwise don't.";Michael J;14-Dec-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone;2,2,2
5.0 out of 5 stars;Love this phone;I had been waiting for a xperia compact for a long time and they finally got one I could have on Verizon. Perfect size for my hand. Excellent device. Had a few hiccups with receiving calls when Verizon updated their network, but a sim card swap resolved it.;Chris Wakefield;11-May-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;size,hand;1,1
4.0 out of 5 stars;Great size, quiet speakers;"Great phone. I love the form factor and how it fits in my pocket. Unlocking with my fingerprint is awesome and it feels like the sensor is in just the right spot.

A few small problems that prevent it from being five stars: sometimes my hand triggers the very edge of the touch screen when I am holding the phone or reaching across to touch the other side. The speakers are WEAK for media playback, you can barely hear them on full volume if you're in a place with moderate background noise like in a car.";G. Lywood;28-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,fingerprint,phone;1,2,2
4.0 out of 5 stars;A high performance smartphone in what today is considered a small size;"--[ UPDATE BELOW ]--

Large displays are part of the zeitgeist of the millennium, but I like small smartphones despite being an appalling screen-keyboard typist (still mourning the demise of the BB keyboard) -- this would have been an ideal model of existential conflict for Kierkegaard's ideas had phones been in use in the mid-1800s. When my Samsung S4 recently developed an irregular ""SIM card not detected"" syndrome (in my case only curable by uninstalling some apps I needed), there seemed to be only three small size phones to replace it. Two of them are currently behind the curve, leaving the XZ2-compact as my only choice.

I waited to buy it until it was sold and shipped by Amazon to facilitate its return if needed. Initially sold in North America at a too ambitious list price that was reduced in September 2018, the sale price here is about 25% less than the original list price, which seems a good deal for an only 10 month old model. My US carrier is AT&T <sigh>, so I took the phone to one of its stores to get it ready; simply cropping the SIM card of my S4 with a card cropper (to fit the Sony's nano-SIM holder) was all the hardware change needed.

The phone contains all the important innards --but for just a few-- of the standard XZ2 model into a 10% smaller body, which results in a shifting of the camera lens closer to the top edge of the compact model with almost no shift of the fingerprint sensor -- my first figure shows superimposed images of the sibling models based on actual size differences (yes, the lettering of the standard model is indeed 1.23 mm larger than that of the compact model). Although I have used it only a for a short period of time, it is clear that any obvious potential performance-degradation risks due to the packing has not affected the phone: It has the high level performance of its sibling (which I was able to test), a robust 19-megapix cam quality, and a fingerprint sensor on the back that finally works (until 2017 it was disabled in carrier-backed US models per agreement with domestic carriers).

The back of the phone is not flat but slightly convex with the rear camera lens and fingerprint sensor 4½"" and ca. 3¼"" above the bottom edge respectively. For my hand size (L-size gloves) it is very easy to put the index finger of the same hand holding the phone on the fingerprint sensor, which is more distant from the camera lens than in the standard XZ2 model; see figure. At 5.9 oz/168 g (or 7.3 oz/206 g with a TPU case and temperate glass screen protector), this phone has obvious weight, which is a bit surprising for its small size: for example, it is 30g heavier than a Samsung S4. Some might not like that, but I do like being aware (without discomfort) of which pocket I put the phone without need to search my clothing. Unless one's hands are small, it is easy to hold and use the phone with a single hand. The three control buttons are along the right edge of the screen side: they are operated with the thumb by right-handed people, and equally well or better with the other fingers by left-handed people. (Being ambidextrous I find it easier to control those buttons with my left middle, annular and small finger, with the index free to use the fingerprint sensor and the thumb to type.)

Relearning the location of Android menus from a Samsung to a Sony interface was not difficult despite the lack of a manual in the packing box. A User Guide in PDF format is available via a link in the Product information section. (This October 2018 guide version does not have the entry ""Unlocking your device automatically"" in p.13 of the March 2018 version.) Curiously, no information is provided on how to boot the phone in safe mode.

To insure the OEM-installed Facebook (an app I refuse to use) does not spy, track, or whatever else it may yet be discovered it is doing, I disabled the app. To insure no back door was left, I connected the phone to a Windows computer via the Xperia Companion (app available at the Sony website), expanded the ""Data"" folder of its parent ""Android"" folder [see my second figure] and deleted in there any folder ""com.sony . . ."" with the name facebook. (Save a backup copy of any folder before deleting it.) This is has not affected the XZ2's functioning at all, and has erased Facebook from the Apps Screen of the phone.

So far, I am quite satisfied with the XZ2 compact. The reason I do not give it 5 stars is that its automatic brightness control usually fails to increase the screen brightness when it needs to do so. I hope a future software rollout will take care of that. Though the February 2019 update of Android 9 Pie has moved the build number to version 52.0.A.3.202, the latest update I received so far has been the December 2018 one (build version 52.0.A.3.163).

UPDATE (March 11)
About a week ago I installed Android 9 (Pie) build 52.0.A.7.1 with no issues at all. With the exception of the automatic brightness control, this phone is a superb device. The battery life is delightfully long since I do not use phones for entertainment purposes.
___

ABOUT ITS IP65/68 RATING

Although such Ingress Protection [IP] rating means completely resistant to dust, resistant to low-pressure water jet spray for at least 3 minutes, and functional after immersion below a 1-meter minimum depth, the way Sony tested its phones for the IP rating has not always been rigorous. This forced Sony to correct in September 2015 its claims that Xperia phones were water-proof. They are not. This means that the XZ2 can get a little wet (e.g., caught in the rain or under an open faucet) *only* if all covers are firmly closed, and you do not push it too much. The XZ2 compact has a capless USB port -- it must be *completely dry* before charging or using the earphones.

For more information, visit the .com website ""support.sonymobile"" and search for the page ""Water and Dust Protection"" for the Xperia Xz family.";Abbe;23-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;size,phone,performance,phone,camera,fingerprint,fingerprint,button,fingerprint,phone;2,2,2,2,2,2,2,2,1,2
4.0 out of 5 stars;GREAT iPHONE ALTERNATIVE;"I'm a died-in-the-wool iPhone and am not going to change soon, but after I had the chance to review this phone, I've gotta say if I wasn't already steeped in all things iPhone, i would seriously consider making THIS my phone.

PROS:
*Rounded edges and minimal bezel
*Amazing battery life
*HDR screen
*Powerful speakers

CONS:
*a bit heavy for my taste in a smart phone, but still feels good in my hand
*Camera has crashed the phone on me several times
*Have to activate HD voice on your verizon account before SMS will work.
*Finger print sensor is on the BACK?? I find this inconvenient because you can't really see where you're placing your finger.
*Android operating system. Yes, I know I'm biased towards iOS, but that's because Apple really vets the apps it allows on its platform.  Android not so much.  It's kind of the wild west as far as apps go.  Google, are you listening?

If you're an Android user or coming from another Android phone, this could be a great phone for you.";KWJ;18-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,battery,phone,phone,phone,phone;2,2,1,1,1,1,1
4.0 out of 5 stars;On Verizon;Arrived on time. Only gripe sticker over finger print scanner is off center. Phone besides that is great. If using on Verizon you have to call customer tech support. HD voice must be turned on and they have to remove visual voice mail from your account.;Pen Name;30-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;time,phone;2,1
3.0 out of 5 stars;Does not pick up 4G LTE on ATT;This phone is currently not compatible with ATT 4G LTE. The best you're gonna get is H+ service (3G). Contacted Sony and they say the phone is fully compatible, but when I talk to ATT, they say the unit is not compatible. The description of the phone is technically correct in that it is compatible with ATT, you're just not going to get a good experience.;Timothy M Davis;29-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;service,phone;2,2
1.0 out of 5 stars;An absolute piece of JUNK!;Screen began to display striations only 3 months after warranty. Sony was of absolutely no help for a $400 phone!;Otis Michael Nowlilng;19-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;screen,sony;2,2
5.0 out of 5 stars;Excelente compra;Excelente compra, celular funciona en Ecuador sin ningun problena;Jorge;12-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Buy the used one!;It was a brand new phone, just broken seals on the box!;Hanne Saarinen;27-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,seal;0,0
5.0 out of 5 stars;Best small flagship;You don't find small form factor flagships a lot these days, this thing is the best option you have, and not because of lack of competition, it's simply brilliant;Erwin;26-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;form;2
1.0 out of 5 stars;Design Nightmare!;"No FM Tuner, no headphone jack, flashlight basically doesn't exist, audio quality is lacking (audible static), uncomfortable fingerprint reader and button placement, no IR blaster. No capacitive buttons on bottom bezel.

I like that it has some heft to it and the convex back is good. Typing on this is great because the phone is easy to hold. Screen is fine.

If you want to do more than hold it though then you'll run into some issues. I don't know why they put the finger print reader in the center where you have to contort your finger to reach it. Oh and the camera wouldn't load half the time for some reason; the times that it did work it took almost 10 seconds to load. I tried to accept the lack of features and design flaws but they wouldn't stop adding up until I became too frustrated.

If Sony didn't disable the fm tuner, if it had a headphone jack out the bottom, if the flashlight was as bright as my S7, if the bottom bezel was used for something, if all the buttons were on the left side instead of right... then I wouldn't have returned it.";A. Down;28-Jun-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;headphone,quality,fingerprint,button,button,button;2,2,0,2,2,2
1.0 out of 5 stars;HATE SONY NOW;So frustrated right now! This is supposed to work on all GSM carriers, but after a week of being on the line with both straighttalk and Sony, I'm just now told it doesn't work with straighttalk. Straighttalk did everything they could, but it took 4 separate people with Sony before someone finally told me it won't work with Straighttalk. Returning and never buying Sony again.  Such a waste of time.;Stephanie Lafferty;29-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,sony;2,0
5.0 out of 5 stars;Awesome full-power yet compact Android phone updated to Android 9;"This phone is somewhat larger and heavier than my previous Xperia X Compact, but it has a top-of-the-line CPU with decent battery life, while still being pocketable, unlike just about all other phones.
The screen is sharp, the battery life in use is longer than a day for me, it has a nice camera and speakers, and Sony provides constant Android security updates. Get it, especially if the price drops!";Mondoman;7-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,battery,phone,screen,battery,camera;2,2,2,2,2,1
4.0 out of 5 stars;Great Phone but Where is the Dongle? I need my Dongle!;Love the phone! So fast and snappy. Screen is amazing. Finger print scanner works like a dream.  I guess the only reason I didn't give it 5 stars is because my usb-c to 3.5mm headphone jack was not included. Otherwise I love the phone. Best compact on the market.;Amazon Customer;1-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,headphone;1,2,2
2.0 out of 5 stars;Pretty phone but glitchy;Honestly I wanted to love this phone. I thought the minty color was gorgeous and liked the smaller size. However, just a day or two after I started using it, the speaker seemed to randomly glitch out. The alarm clock sound woke me up with a bunch of static instead of the alarm sound which was mildly concerning. But then the next day it went back to normal. About a week later it happened again with a random notification sound. The speaker randomly failing like that is not something that should be happening on a brand new phone. Another thing I noticed is that it would be very laggy and not want to open apps sometimes. Even when I halted all processes and only had one app running it would seem to struggle. So because of these issues I decided to return it and just went with a Samsung Galaxy s9 instead. I've had it for over a month now and have had none of the issues I had within the first week with the Sony phone. I'm very happy i went with that decision instead, and don't really recommend this phone. I really wanted to like it but it had some issues that it shouldn't have had. The galaxy s9 is close to the same price as this one at the moment and I recommend that one way more. Sorry Sony :(;Lia Ivy;10-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sound,phone,phone,phone,phone;2,2,2,2,2,2
5.0 out of 5 stars;Exceeded expectations;Figured this phone would be high quality, but it exceeded my expectations. Feels nice in the hand and does not take up a lot of room in your pocket. Super fast and clean OS.;Russell Ferlita;15-Sep-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,quality;1,1
4.0 out of 5 stars;About Used Phone.;"Minor cosmetic imperfections?
Top, bottom, sides, etc.... whaaaaaat?
Is a new phone. I guess the owner is a perfect stupid to do that kind of use.";jrtu;8-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
4.0 out of 5 stars;Great phone, but it ain't compact;"I've now owned 3 Sony compact smartphones. I like the product line. I went to them after Apple and everyone else decided we needed a tablet in our pockets instead of a phone. I absolutely loved my Xperia XZ1 Compact. It was the perfect size and it worked great. Unfortunately, it got stolen and I decided to replace it with the latest and greatest. But, this latest model is going in the wrong direction. It's beefy and heavy and oversized compared to my old phone. It's almost exactly the same dimensions of my wife's iPhone 8, and it's much thicker and heavier. This is not a compact phone anymore.

That being said, the phone is a great phone. It's fast and stable and it has Oreo installed and the battery life is great. If you want a phone this size, it's perfect. Unfortunately, I'd prefer something a little smaller. Still, it's better than 95% of phones out there if you want a small device.";DomLazz;9-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone,phone,battery,phone,phone;2,2,2,1,2,1,1
5.0 out of 5 stars;Powerful little phone;"This phone works wonderfully!
I held on to an old phone for way too long simply because I couldn't find a small enough replacement for it. This is considerably larger than my old phone, but not too big to comfortably hold in one hand and still use.
I love how well it runs and how long the battery lasts. I feel like I got all of the good parts of a flagship phone without the excessive size.
Now, will note that being with Verizon, I had to disable visual voicemail to receive texts, and even then it initially had a very bad problem where if it disconnected from the network for more than about 15 minutes, it would never reconnect unless I did a factory reset on the phone. I went in and all they could think of to do was give me a new SIM card, and after one last factory reset, I haven't had the problem again. Anything that came close was solved by simply putting it in airplane mode and bringing it back out.
That being said, the phone is also pretty slippery, and I would strongly recommend using a case just for the grip.
All that said, I'm extremely satisfied with this phone.";Arden Barnes;21-Mar-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone,battery,phone;2,2,2,2,1
5.0 out of 5 stars;Perfect Size, Perfect Features, and Perfect Camera;"First, this is the perfect size for a phone.  Note that this is the ""Compact"" version of Sony Xperia XZ2, small but it has almost all the quality features of the larger XZ2.  It's a little chunky and weighty.  It could be because of the good camera and good battery.

The battery gives me two days of normal use.  It drains fast only when I needed to serve a hotspot for my computer.  It charges very fast on a fast charger that I have, but it doesn't come with a fast charger.

Sony's camera on this phone is outstanding.  The pictures are very sharp and clear, better than any Android phones I have owned, and as good as that of the iPhone, if not better.  It has very good low light handling as well.  It also shoots 4K HDR video.  It also has a dedicated physical camera button so that you don't have to reach your fingers to the soft button on the screen.  Overall, if you care about having a good camera, this one would not disappoint you.

My most favorite feature of all is that it works on Verizon as well, which allows me more network options to hook it on to.  I swapped it with my current Verizon phone and it works seamlessly.

The speakers are loud and clear enough for its size.  With the speakerphone feature on, the microphone also transmits my voice from a nice distance clearly to the other end.

There are some bloatware and modifications that got me lost a bit even as an Android user for years.  However, there's nothing to cry about.

I bought this case for the phone and Iike it very much: Xperia XZ2 Compact Case, Ringke [Onyx] Brushed Metal Design [Flexible & Slim] Dynamic Stroked Line Pattern Durable Anti Slip Shock Absorbent Case with Wrist Strap for Sony Xperia XZ 2 Compact - Black

Overall, it's the best compact phone in the market.  Please feel free to ask me any questions about that phone that I may not have covered.

I recommend it!";Mat633;18-Jun-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;size,phone,sony,camera,phone,picture,phone,camera,button,phone,phone;1,1,2,2,1,1,2,2,2,2,2
1.0 out of 5 stars;Died after 4 months;I really liked this phone for the first 4 months. Today the phone got hot and after that the screen got blurry (I see boxes of color, and can see through it a bit). I couldn't interact with all parts of the screen, so I restarted it by holding down the power button for a few seconds. Now I see the Sony logo for a few seconds and and then the screen turns off. I don't get to the home screen at all :(. I'm out of the product return and support windows (1 month and 3 months respectively). I am really disappointed that a Sony mid-range phone (I paid $466 for it) can just conk off in 4 months.;Natasha;2-Jun-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,screen,screen,phone;2,2,2,2,2
5.0 out of 5 stars;What is there not to like about it?;I quit purchasing the latest and greatest phone in keeping my Samsung Note Edge for almost 5 years. I needed something different and owned other Samsung and Apple phones.  I saw the Sony Xperia XZ2 phone in store and I liked the resolution and the way the phone felt in my hand.  Well, the price dropped $100 so I  got it for $400.00.  'Wow', is all I can say. Speed and the ease of use, fantastic. All my Samsung Droid apps transferred over instantly and began updating, smoothly without a problem. The fingerprint recognition works seamlessly and without delay (one thing I was worried about).  The color and resolution make the images almost lifelike. The speaker sound is full and vibrant, not that I was really expecting much.  Overall, I don't think you can get a better phone for the price point. If you are like me and refuse to pay a grand for a phone, consider the Sony Xperia.;J. Hughes;15-May-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,fingerprint;1,2,2
5.0 out of 5 stars;THICK - but that's OK;"Bought from a competitor but wanted to add a review here. A few weeks in and I have 0 complaints. I'm sure the camera could be better but I'm not a professional and they look great too me, and some band or calling feature I think I'm missing, but I've been able to take all my calls and send texts without any issues which is to say, I can't tell what's missing.

So from an average user who wants something that fits in a pocket (albeit sticks out a bit), is easy to hold and not drop (I can wrap my hand around the phone and reach the top with my thumb), and gets 5.5 to 6 hrs of screen on time (which for me is 1 to 1.5 days of usage) it's a ""10""...well a 5 of 5 here. It really is a joy to use and very simple to set up, with lots of tip and helpful suggestions in that first week of use.

Really my only complaint is the finger print reader - I have to bend my finger a bit to make that work. I may just turn on the feature to stay unlocked when my Bluetooth device (fitbit) is nearby.";The Pen Aim;19-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;screen;2
1.0 out of 5 stars;Pie Problems;"Plus side is this is a nicely constructed phone. The mint green color is very nice. Good small footprint, easy to carry and hold. Hardly any bloatware, just FB and a few amazon apps. All can be disabled.
The bad is that the Android 9 Pie update has broken the wifi. The phone will be ok for awhile then start to reset the wifi over and over. Stop for a while then do it again. This was reported during beta testing yet Sony released the software unfixed. At least 5 months later and still no fix. People are reporting that Sony even acts like they have never heard of this problem. Sent the phone back, will consider buying another if they fix this problem.";D. Crotty;17-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone;2,2
